school_id,name,suburb,state,postcode,sector,school_type,website,year_range,teaching_staff,non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments
41215,Glenorie Public School,Glenorie,NSW,2157,Government,Primary,http://www.glenorie-p.schools.nsw.edu.au,K-6,13.8,2.5,255,126,129
41216,Greenwich Public School,Greenwich,NSW,2065,Government,Primary,http://www.greenwich-p.schools.nsw.edu.au,K-6,24,4,483,263,220
41217,Harbord Public School,Freshwater,NSW,2096,Government,Primary,http://www.harbord-p.schools.nsw.edu.au,K-6,57.6,6.7,1140,551,589
41218,Hillside Public School,Glenorie,NSW,2157,Government,Primary,http://www.hillside-p.schools.nsw.edu.au,K-6,2.5,0.9,22,10,12
41219,Hunters Hill Public School,Hunters Hill,NSW,2110,Government,Primary,http://huntershillps.nsw.edu.au,K-6,18.7,2.8,358,173,185
41220,Kenthurst Public School,Kenthurst,NSW,2156,Government,Primary,http://www.kenthurst-p.schools.nsw.edu.au,K-6,12.4,2.4,205,105,100
41221,Lane Cove Public School,Lane Cove,NSW,2066,Government,Primary,http://www.lcps.nsw.edu.au/,K-6,44.5,5.2,849,443,406
41222,Lindfield Public School,Lindfield,NSW,2070,Government,Primary,http://www.lindfield-p.schools.nsw.edu.au/,K-6,39.6,4.7,773,379,394
41223,Lindfield East Public School,East Lindfield,NSW,2070,Government,Primary,http://www.lindfielde-p.schools.nsw.edu.au,K-6,37.7,4.5,735,339,396
41224,Manly West Public School,Balgowlah,NSW,2093,Government,Primary,http://www.manlywest-p.schools.nsw.edu.au,K-6,43.2,5.2,860,422,438
41225,Middle Dural Public School,Middle Dural,NSW,2158,Government,Primary,http://www.middledura-p.schools.nsw.edu.au,K-6,1.6,0.9,23,8,15
41226,Middle Harbour Public School,Mosman,NSW,2088,Government,Primary,http://www.middleharb-p.schools.nsw.edu.au,K-6,34,4.3,642,348,294
41227,Mona Vale Public School,Mona Vale,NSW,2103,Government,Primary,http://www.monavale-p.schools.nsw.edu.au,"U, K-6",57.1,9.5,1130,525,605
41228,Narrabeen Lakes Public School,Narrabeen,NSW,2101,Government,Primary,http://www.narrablks-p.schools.nsw.edu.au,K-6,22.5,3.2,431,206,225
41229,Neutral Bay Public School,Neutral Bay,NSW,2089,Government,Primary,http://www.neutralbay-p.schools.nsw.edu.au/,K-6,48.6,5.9,980,492,488
41230,Newport Public School,Newport,NSW,2106,Government,Primary,http://www.newport-p.schools.nsw.edu.au,K-6,40.9,5.1,833,424,409
41231,Normanhurst Public School,Normanhurst,NSW,2076,Government,Primary,http://www.normanhurs-p.schools.nsw.edu.au,K-6,19.8,2.8,362,170,192
41232,Northbridge Public School,Northbridge,NSW,2063,Government,Primary,http://www.northbridg-p.schools.nsw.edu.au/,K-6,27.3,4,542,276,266
41233,North Rocks Public School,North Rocks,NSW,2151,Government,Primary,http://www.northrocks-p.schools.nsw.edu.au,"U, K-6",44.6,7.9,803,402,401
41234,North Sydney Public School,Waverton,NSW,2060,Government,Primary,http://www.northsydneydem.com.au/,K-6,44.8,5.2,881,445,436
41235,Pennant Hills Public School,Pennant Hills,NSW,2120,Government,Primary,http://www.pennanthil-p.schools.nsw.edu.au,K-6,29.5,4.4,536,274,262
41236,West Pennant Hills Public School,West Pennant Hills,NSW,2125,Government,Primary,http://www.westpenhil-p.schools.nsw.edu.au,K-6,34,4.3,649,301,348
41237,Putney Public School,Ryde,NSW,2112,Government,Primary,http://www.putney-p.schools.nsw.edu.au/,K-6,23.5,3.5,470,236,234
41238,Roseville Public School,Roseville,NSW,2069,Government,Primary,http://www.roseville-p.schools.nsw.edu.au,K-6,33,4.1,624,311,313
41239,Ryde Public School,Ryde,NSW,2112,Government,Primary,http://www.ryde-p.schools.nsw.edu.au,"U, K-6",38.7,8.1,584,255,329
41240,North Ryde Public School,North Ryde,NSW,2113,Government,Primary,http://www.northryde-p.schools.nsw.edu.au,K-6,20.8,2.9,375,184,191
41241,West Ryde Public School,West Ryde,NSW,2114,Government,Primary,http://www.westryde-p.schools.nsw.edu.au,K-6,37.4,4.1,604,290,314
41242,Terrey Hills Public School,Terrey Hills,NSW,2084,Government,Primary,http://www.terreyhill-p.schools.nsw.edu.au,K-6,16.3,2.5,249,117,132
41243,Turramurra North Public School,North Turramurra,NSW,2074,Government,Primary,http://www.turramurrn-p.schools.nsw.edu.au,K-6,15.2,2.8,287,141,146
41244,Waitara Public School,Wahroonga,NSW,2076,Government,Primary,http://www.waitara-p.schools.nsw.edu.au,K-6,46.3,5.2,862,419,443
41245,Warrawee Public School,Turramurra,NSW,2074,Government,Primary,http://www.warrawee-p.schools.nsw.edu.au,"U, K-6",32.8,7.3,608,290,318
41246,Willoughby Public School,Willoughby,NSW,2068,Government,Primary,http://www.willoughby-p.schools.nsw.edu.au,"U, K-6",55,7.3,1079,542,537
41247,Annangrove Public School,Annangrove,NSW,2156,Government,Primary,http://www.annangrove-p.schools.nsw.edu.au,K-6,4.7,1.6,72,31,41
41248,Balgowlah Heights Public School,Balgowlah,NSW,2093,Government,Primary,http://www.balgowlaht-p.schools.nsw.edu.au,K-6,36.2,4.7,728,381,347
41249,Belrose Public School,Belrose,NSW,2085,Government,Primary,http://www.belroseschool.com.au/,K-6,15.3,2.8,303,145,158
41250,Pymble Public School,Pymble,NSW,2073,Government,Primary,http://www.pymble-p.schools.nsw.edu.au,K-6,33.2,4.3,662,337,325
41251,Avalon Public School,Avalon Beach,NSW,2107,Government,Primary,http://www.avalon-p.schools.nsw.edu.au,K-6,45.3,5.9,901,460,441
41252,Narraweena Public School,Dee Why,NSW,2099,Government,Primary,http://narraween-p.school@det.nsw.edu.au,K-6,24.5,3.6,482,250,232
41253,Wahroonga Public School,Wahroonga,NSW,2076,Government,Primary,http://www.wahroonga-p.schools.nsw.edu.au,K-6,35.1,4.5,714,340,374
41254,Melrose Park Public School,West Ryde,NSW,2114,Government,Primary,http://www.melrosepk-p.schools.nsw.edu.au,K-6,10.8,2.4,197,106,91
41255,Turramurra Public School,Turramurra,NSW,2074,Government,Primary,http://www.turramurra-p.schools.nsw.edu.au,K-6,30.2,4.1,569,259,310
41256,Denistone East Public School,Eastwood,NSW,2122,Government,Primary,http://www.denistonee-p.schools.nsw.edu.au,K-6,47.2,5.1,751,347,404
41257,Meadowbank Public School,Ryde,NSW,2112,Government,Primary,http://www.meadowbankpublicschool.net.au,K-6,17.5,2.8,324,150,174
41258,Mount Colah Public School,Mount Colah,NSW,2079,Government,Primary,http://www.mtcolah-p.schools.nsw.edu.au,K-6,22.5,3.3,445,222,223
41259,Narrabeen North Public School,North Narrabeen,NSW,2101,Government,Primary,http://www.narranorth-p.schools.nsw.edu.au,K-6,34.1,4.3,665,301,364
41260,Lane Cove West Public School,Lane Cove,NSW,2066,Government,Primary,http://www.lanecovew-p.schools.nsw.edu.au,K-6,29.4,4.1,588,264,324
41261,Killara Public School,Killara,NSW,2071,Government,Primary,http://www.killara-p.schools.nsw.edu.au/,K-6,23.2,3.3,447,209,238
41262,Castle Cove Public School,Castle Cove,NSW,2069,Government,Primary,http://www.castlecove-p.schools.nsw.edu.au,K-6,24.8,3.8,470,225,245
41263,Curl Curl North Public School,North Curl Curl,NSW,2099,Government,Primary,http://www.curlcurln-p.schools.nsw.edu.au,K-6,44.8,5.9,908,427,481
41264,Gordon West Public School,Pymble,NSW,2073,Government,Primary,http://www.gordonwest-p.schools.nsw.edu.au,K-6,30.3,4.1,568,294,274
41265,Manly Village Public School,Manly,NSW,2095,Government,Primary,http://www.manlyvill-p.schools.nsw.edu.au,K-6,36,4.5,697,344,353
41266,Beaumont Road Public School,Killara,NSW,2071,Government,Primary,http://www.beaumontrd-p.schools.nsw.edu.au,K-6,20.9,3.3,415,200,215
41267,Collaroy Plateau Public School,Collaroy Plateau,NSW,2097,Government,Primary,http://www.collaroypl-p.schools.nsw.edu.au,K-6,31.4,4.1,631,332,299
41268,Beacon Hill Public School,Beacon Hill,NSW,2100,Government,Primary,http://www.beaconhill-p.schools.nsw.edu.au,K-6,30.1,4.1,590,294,296
41269,Balgowlah North Public School,North Balgowlah,NSW,2093,Government,Primary,http://www.balgowlahn-p.schools.nsw.edu.au,K-6,30.3,4.1,609,297,312
41270,Gordon East Public School,Gordon,NSW,2072,Government,Primary,http://www.gordoneast-p.schools.nsw.edu.au,K-6,17,2.8,335,163,172
41271,Mowbray Public School,Lane Cove,NSW,2066,Government,Primary,http://www.mowbray-p.schools.nsw.edu.au,K-6,29.6,4,526,285,241
41272,Forestville Public School,Forestville,NSW,2087,Government,Primary,http://web1.forestvill-p.schools.nsw.edu.au/,"U, K-6",37.3,6.5,705,322,383
41273,Manly Vale Public School,Manly Vale,NSW,2093,Government,Primary,http://www.manlyvale-p.schools.nsw.edu.au,K-6,26,3.6,488,221,267
41274,Epping Heights Public School,Epping,NSW,2121,Government,Primary,http://www.eppinghts-p.schools.nsw.edu.au,K-6,24.4,3.5,474,224,250
41275,Eastwood Heights Public School,Eastwood,NSW,2122,Government,Primary,http://www.eastwoodht-p.schools.nsw.edu.au,K-6,25.9,3.6,487,211,276
41276,Mount Kuring-gai Public School,Mount Kuring-Gai,NSW,2080,Government,Primary,http://www.mtkuringga-p.schools.nsw.edu.au,K-6,9.5,2,172,84,88
41277,Kent Road Public School,Eastwood,NSW,2122,Government,Primary,http://www.kentroad-p.schools.nsw.edu.au,K-6,36.8,4.1,646,316,330
41278,Truscott Street Public School,North Ryde,NSW,2113,Government,Primary,http://www.truscottst-p.schools.nsw.edu.au,"U, K-6",18.9,6.7,319,155,164
41279,Epping North Public School,North Epping,NSW,2121,Government,Primary,http://www.eppingnth-p.schools.nsw.edu.au,K-6,21.3,3.1,420,218,202
41280,Elanora Heights Public School,Elanora Heights,NSW,2101,Government,Primary,http://www.elanorahts-p.schools.nsw.edu.au,K-6,29.6,4.1,579,290,289
41281,Allambie Heights Public School,Allambie Heights,NSW,2100,Government,Primary,http://www.allambieht-p.schools.nsw.edu.au,K-6,28.3,4.1,562,265,297
41282,Cromer Public School,Cromer,NSW,2099,Government,Primary,http://www.cromer-p.schools.nsw.edu.au,"U, K-6",43.2,5.5,704,340,364
41283,Wheeler Heights Public School,Collaroy Plateau,NSW,2097,Government,Primary,http://www.wheelerhts-p.schools.nsw.edu.au,K-6,24.1,3.8,492,235,257
41284,Ryde East Public School,North Ryde,NSW,2113,Government,Primary,http://www.rydeeast-p.schools.nsw.edu.au,K-6,34.1,4,513,245,268
41285,Hornsby Heights Public School,Hornsby,NSW,2077,Government,Primary,http://www.hornsbyhts-p.schools.nsw.edu.au,K-6,22.8,3.2,434,224,210
41286,Normanhurst West Public School,Thornleigh,NSW,2120,Government,Primary,http://www.normanhurw-p.schools.nsw.edu.au,K-6,28.7,4.5,523,245,278
41287,Thornleigh West Public School,Thornleigh,NSW,2120,Government,Primary,http://www.thornleigw-p.schools.nsw.edu.au,K-6,32.3,4.1,588,295,293
41288,West Pymble Public School,West Pymble,NSW,2073,Government,Primary,http://www.westpymble-p.schools.nsw.edu.au,K-6,18.5,2.9,342,173,169
41289,St Ives North Public School,St Ives,NSW,2075,Government,Primary,http://www.stivesnth-p.schools.nsw.edu.au,K-6,46.6,5.2,884,413,471
41290,Roselea Public School,Carlingford,NSW,2118,Government,Primary,http://www.roseleapublicschool.com.au,"U, K-6",22.5,4.3,345,177,168
41291,St Ives Public School,St Ives,NSW,2075,Government,Primary,http://www.stives-p.schools.nsw.edu.au,K-6,25.6,3.6,493,257,236
41292,Bilgola Plateau Public School,Bilgola Plateau,NSW,2107,Government,Primary,http://www.bilgolapla-p.schools.nsw.edu.au,K-6,25.9,4,508,250,258
41293,Hornsby North Public School,Hornsby,NSW,2077,Government,Primary,http://www.hornsbynth-p.schools.nsw.edu.au,K-6,42.1,4.9,850,419,431
41294,Wakehurst Public School,Belrose,NSW,2085,Government,Primary,http://www.wakehurst-p.schools.nsw.edu.au,K-6,17.8,2.9,354,147,207
41295,Baulkham Hills North Public School,Baulkham Hills,NSW,2153,Government,Primary,http://www.baulkhamn-p.schools.nsw.edu.au,K-6,46,5.2,893,464,429
41296,Killarney Heights Public School,Killarney Heights,NSW,2087,Government,Primary,http://www.killarneyh-p.schools.nsw.edu.au/,K-6,39.2,4.5,691,355,336
41297,St Ives Park Public School,St Ives,NSW,2075,Government,Primary,http://www.stivespark-p.schools.nsw.edu.au,K-6,10.7,1.9,187,106,81
41298,Murray Farm Public School,Carlingford,NSW,2118,Government,Primary,http://www.murrayfarm-p.schools.nsw.edu.au,K-6,56.2,5.9,958,479,479
41299,Mimosa Public School,Frenchs Forest,NSW,2086,Government,Primary,http://www.mimosa-p.schools.nsw.edu.au,K-6,26.9,4,529,269,260
41300,Wideview Public School,Berowra Heights,NSW,2082,Government,Primary,http://www.wideview-p.schools.nsw.edu.au,K-6,20,2.9,394,193,201
41301,Cherrybrook Public School,Cherrybrook,NSW,2126,Government,Primary,http://www.cherrybrok-p.schools.nsw.edu.au,K-6,44,4.9,832,388,444
41302,Kambora Public School,Davidson,NSW,2085,Government,Primary,http://www.kambora-p.schools.nsw.edu.au,K-6,11.9,2.4,217,103,114
41303,John Purchase Public School,Cherrybrook,NSW,2126,Government,Primary,http://www.johnpurch-p.schools.nsw.edu.au,K-6,33.7,4.3,673,317,356
41304,Samuel Gilbert Public School,Castle Hill,NSW,2154,Government,Primary,http://www.samuelgilb-p.schools.nsw.edu.au,K-6,39.1,4.7,773,384,389
41305,Oakhill Drive Public School,Castle Hill,NSW,2154,Government,Primary,http://www.oakhilldr-p.schools.nsw.edu.au,K-6,37,4.5,746,355,391
41306,Hornsby South Public School,Hornsby,NSW,2077,Government,Primary,http://hornsbysouthps.com.au/,K-6,36.6,4.1,643,320,323
41307,Beauty Point Public School,Mosman,NSW,2088,Government,Primary,http://www.beautypt-p.schools.nsw.edu.au,K-6,16.5,2.8,302,144,158
41308,Fisher Road School,Dee Why,NSW,2099,Government,Special,http://www.fisherrd-s.schools.nsw.edu.au,U,12.6,12.4,55,13,42
41309,Cromehurst School,Lindfield,NSW,2070,Government,Special,http://www.cromehurst-s.schools.nsw.edu.au,U,17,12.6,56,25,31
41310,Naremburn School,Naremburn,NSW,2065,Government,Special,http://www.naremburn-s.schools.nsw.edu.au,U,7,6.2,20,6,14
41311,The Beach School,Allambie Heights,NSW,2100,Government,Special,http://www.beach-s.schools.nsw.edu.au,U,8.9,7.8,36,11,25
41312,Clarke Road School,Hornsby,NSW,2077,Government,Special,http://www.clarkerd-s.schools.nsw.edu.au,U,12.3,11.8,63,17,46
41313,Arranounbai School,Frenchs Forest,NSW,2086,Government,Special,http://www.arranoun-s.schools.nsw.edu.au,U,14.6,9.8,49,13,36
41314,Karonga School,Epping,NSW,2121,Government,Special,http://www.karonga-s.schools.nsw.edu.au,U,20.6,16.9,87,33,54
41315,Sir Eric Woodward Memorial School,St Ives,NSW,2075,Government,Special,http://www.sirericwoodwardschool.com.au,U,22.3,8.8,75,24,51
41316,Chatswood Public School,Chatswood,NSW,2067,Government,Primary,http://www.chatswood-p.schools.nsw.edu.au,"U, K-6",73.5,8.8,1250,618,632
41317,Eastwood Public School,Eastwood,NSW,2122,Government,Primary,http://www.eastwood.nsw.edu.au,K-6,48,4.9,839,410,429
41318,Mosman Public School,Mosman,NSW,2088,Government,Primary,http://www.mosman-p.schools.nsw.edu.au,K-6,35.5,4.5,692,358,334
41319,Hornsby Girls High School,Hornsby,NSW,2077,Government,Secondary,http://www.hornsbygir-h.schools.nsw.edu.au,7-12,53.7,9.7,733,733,0
41320,North Sydney Boys High School,Crows Nest,NSW,2065,Government,Secondary,http://www.nsbhs.nsw.edu.au,7-12,62.8,11.4,927,0,927
41321,North Sydney Girls High School,Crows Nest,NSW,2065,Government,Secondary,http://www.northsydgi-h.schools.nsw.edu.au,7-12,62.8,11.4,918,918,0
41322,Willoughby Girls High School,Willoughby,NSW,2068,Government,Secondary,http://www.wghs.nsw.edu.au/,7-12,67.1,11.8,973,973,0
41323,Hunters Hill High School,Hunters Hill,NSW,2110,Government,Secondary,http://www.huntershd-h.schools.nsw.edu.au,7-12,48.4,8.9,600,212,388
41324,Cheltenham Girls High School,Beecroft,NSW,2119,Government,Secondary,http://www.cheltenham-h.schools.nsw.edu.au,7-12,84.5,14.2,1251,1251,0
41325,Normanhurst Boys High School,Normanhurst,NSW,2076,Government,Secondary,http://www.normanhurb-h.schools.nsw.edu.au,"U, 7-12",58.2,13.1,756,0,756
41326,Asquith Girls High School,Asquith,NSW,2077,Government,Secondary,http://www.asquithgir-h.schools.nsw.edu.au,7-12,59.8,10.5,821,821,0
41327,Marsden High School,West Ryde,NSW,2114,Government,Secondary,http://www.marsden-h.schools.nsw.edu.au,"U, 7-12",67,14.3,800,306,494
41328,Chatswood High School,Chatswood,NSW,2067,Government,Secondary,http://www.chatswood-h.schools.nsw.edu.au,"U, 7-12",113.4,25.9,1505,506,999
41329,Riverside Girls High School,Gladesville,NSW,2111,Government,Secondary,http://www.riversideghs.com.au,7-12,63.9,11.8,954,954,0
41330,Asquith Boys High School,Asquith,NSW,2077,Government,Secondary,http://www.asquithboy-h.schools.nsw.edu.au,7-12,48.8,8.9,602,0,602
41331,Mosman High School,Mosman,NSW,2088,Government,Secondary,http://www.mosman-h.schools.nsw.edu.au,7-12,71,12.6,1070,514,556
41332,The Forest High School,Frenchs Forest,NSW,2086,Government,Secondary,http://www.theforesthighschool.com/,"U, 7-12",63,13.9,854,369,485
41333,Pittwater High School,Mona Vale,NSW,2103,Government,Secondary,http://www.pittwater-h.schools.nsw.edu.au,"U, 7-12",70.1,13.8,1001,477,524
41334,Castle Hill High School,Castle Hill,NSW,2154,Government,Secondary,http://www.castlehill-h.schools.nsw.edu.au/,7-12,104.1,16.6,1631,795,836
41335,St Ives High School,St Ives,NSW,2075,Government,Secondary,http://www.stives-h.schools.nsw.edu.au,"U, 7-12",67.8,13.4,947,411,536
41336,Ryde Secondary College,Ryde,NSW,2112,Government,Secondary,http://www.rsc.nsw.edu.au/,"U, 7-12",74.5,15.2,1026,440,586
41337,Ku-ring-gai High School,North Turramurra,NSW,2074,Government,Secondary,http://www.kuringgai-h.schools.nsw.edu.au,"U, 7-12",49.5,11.5,619,313,306
41338,Killarney Heights High School,Killarney Heights,NSW,2087,Government,Secondary,http://www.killarney-h.schools.nsw.edu.au,7-12,63,11.4,904,377,527
41339,Turramurra High School,South Turramurra,NSW,2074,Government,Secondary,http://www.turramurra-h.schools.nsw.edu.au,7-12,85.4,15.2,1243,551,692
41340,Pennant Hills High School,Pennant Hills,NSW,2120,Government,Secondary,http://www.pennanthil-h.schools.nsw.edu.au,"U, 7-12",77.6,16.8,1069,445,624
41341,Carlingford High School,Carlingford,NSW,2118,Government,Secondary,http://www.carlingfor-h.schools.nsw.edu.au,7-12,82.8,13.8,1228,480,748
41342,Barrenjoey High School,Avalon Beach,NSW,2107,Government,Secondary,https://www.barrenjoeyhighschool.com.au/,7-12,52,9.7,702,334,368
41343,Killara High School,Killara,NSW,2071,Government,Secondary,http://www.killara-h.schools.nsw.edu.au,7-12,105.6,16.6,1628,658,970
41344,Davidson High School,Frenchs Forest,NSW,2086,Government,Secondary,http://www.davidson-h.schools.nsw.edu.au,7-12,58.8,10.9,844,413,431
41345,Galston High School,Galston,NSW,2159,Government,Secondary,http://www.galston-h.schools.nsw.edu.au,"U, 7-12",55.5,13.9,647,318,329
41346,Muirfield High School,North Rocks,NSW,2151,Government,Secondary,http://www.muirfield-h.schools.nsw.edu.au,"U, 7-12",62.9,14.1,822,385,437
41347,Northern Beaches Secondary College Cromer Campus,Cromer,NSW,2099,Government,Secondary,http://www.cromer.nsw.edu.au,"U, 7-12",50.1,13.1,528,232,296
41348,Narrabeen Sports High School,North Narrabeen,NSW,2101,Government,Secondary,http://www.narrabeen-h.schools.nsw.edu.au,7-12,54.7,10.5,745,298,447
41349,Northern Beaches Secondary College Manly Campus,North Curl Curl,NSW,2099,Government,Secondary,http://www.nbscmanlys-h.schools.nsw.edu.au/,7-12,57.9,10.1,789,338,451
41350,Cherrybrook Technology High School,Cherrybrook,NSW,2126,Government,Secondary,http://www.cherrybrok-h.schools.nsw.edu.au/,7-12,124.2,21,1935,889,1046
41351,Northern Beaches Secondary College Mackellar Girls Campus,Manly Vale,NSW,2093,Government,Secondary,http://www.nbscmgirls-h.schools.nsw.edu.au,7-12,88.1,15.6,1260,1260,0
41352,Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah,NSW,2093,Government,Secondary,http://www.nbscbalgb-h.schools.nsw.edu.au,7-12,59,10.5,773,0,773
41353,Epping Boys High School,Eastwood,NSW,2122,Government,Secondary,http://www.eppingboy-h.schools.nsw.edu.au,"U, 7-12",80.8,16.4,1156,0,1156
41354,Appin Public School,Appin,NSW,2560,Government,Primary,http://www.appin-p.schools.nsw.edu.au,K-6,16,2.5,294,141,153
41355,Auburn North Public School,Auburn,NSW,2144,Government,Primary,http://www.auburnnth-p.schools.nsw.edu.au,K-6,45.6,4.5,706,332,374
41356,Auburn West Public School,Auburn,NSW,2144,Government,Primary,http://www.auburnwest-p.schools.nsw.edu.au,K-6,48.8,4.3,698,347,351
41357,Austral Public School,Austral,NSW,2179,Government,Primary,http://www.austral-p.schools.nsw.edu.au,K-6,17,2.6,272,134,138
41359,Greenacre Public School,Greenacre,NSW,2190,Government,Primary,http://www.greenacre-p.schools.nsw.edu.au,"U, K-6",56.2,7.9,845,378,467
41360,Bankstown North Public School,Bankstown,NSW,2200,Government,Primary,http://bankstownnorthps.com.au/,K-6,22.2,2.9,373,178,195
41361,Bargo Public School,Bargo,NSW,2574,Government,Primary,http://www.bargo-p.schools.nsw.edu.au,"U, K-6",19.8,3.9,349,171,178
41362,Bass Hill Public School,Bass Hill,NSW,2197,Government,Primary,http://www.basshill-p.schools.nsw.edu.au,P-6,32.4,4.1,362,175,187
41363,Belmore North Public School,Belmore,NSW,2192,Government,Primary,http://www.belmorenth-p.schools.nsw.edu.au,"U, K-6",23.5,7.9,320,151,169
41364,Belmore South Public School,Belmore,NSW,2192,Government,Primary,http://www.belmoresth-p.schools.nsw.edu.au,K-6,18.2,2.5,283,122,161
41365,Berala Public School,Berala,NSW,2141,Government,Primary,http://www.berala-p.schools.nsw.edu.au,K-6,56.7,5.2,869,444,425
41366,Blaxcell Street Public School,Granville,NSW,2142,Government,Primary,http://www.blaxcellst-p.schools.nsw.edu.au,K-6,55.9,4.9,794,404,390
41367,Bossley Park Public School,Bossley Park,NSW,2176,Government,Primary,http://www.bossleypk-p.schools.nsw.edu.au,K-6,25.4,3.2,429,223,206
41368,Bringelly Public School,Bringelly,NSW,2556,Government,Primary,http://www.bringelly-p.schools.nsw.edu.au,K-6,9.3,1.8,139,66,73
41369,Burwood Public School,Burwood,NSW,2134,Government,Primary,http://www.burwood-p.schools.nsw.edu.au/sws/view/36581.node,K-6,43.9,4.1,641,349,292
41370,Buxton Public School,Buxton,NSW,2571,Government,Primary,http://www.buxton-p.schools.nsw.edu.au,K-6,10.2,2,167,77,90
41371,Cabramatta Public School,Cabramatta,NSW,2166,Government,Primary,http://www.cabramatta-p.schools.nsw.edu.au,"U, K-6",51.2,7.5,725,359,366
41372,Camden Public School,Camden,NSW,2570,Government,Primary,http://www.camden-p.schools.nsw.edu.au,"U, K-6",20.4,5.6,303,155,148
41373,Campbelltown Public School,Campbelltown,NSW,2560,Government,Primary,http://www.campbellto-p.schools.nsw.edu.au,K-6,18.2,2.9,317,146,171
41374,Campsie Public School,Campsie,NSW,2194,Government,Primary,http://www.campsie-p.schools.nsw.edu.au,K-6,51.4,4.7,784,391,393
41375,Canley Vale Public School,Canley Vale,NSW,2166,Government,Primary,http://www.canleyvale-p.schools.nsw.edu.au,P-6,59.7,7.4,861,413,448
41376,Cawdor Public School,Camden,NSW,2570,Government,Primary,http://www.cawdor-p.schools.nsw.edu.au,K-6,5.2,1.5,85,38,47
41377,Chipping Norton Public School,Chipping Norton,NSW,2170,Government,Primary,http://www.chippingno-p.schools.nsw.edu.au,K-6,18.4,2.9,326,154,172
41378,Cobbitty Public School,Cobbitty,NSW,2570,Government,Primary,http://www.cobbitty-p.schools.nsw.edu.au,K-6,14.4,2.5,274,134,140
41379,Concord Public School,Concord,NSW,2137,Government,Primary,http://www.concord-p.schools.nsw.edu.au,K-6,18,2.6,281,145,136
41380,Concord West Public School,Concord West,NSW,2138,Government,Primary,http://concordwestps.com.au/,K-6,23.5,3,380,182,198
41381,Douglas Park Public School,Douglas Park,NSW,2569,Government,Primary,http://www.douglaspk-p.schools.nsw.edu.au,K-6,9.4,2,159,85,74
41382,Panania Public School,Panania,NSW,2213,Government,Primary,http://www.panania-p.schools.nsw.edu.au,K-6,29.3,3.4,480,245,235
41383,Enfield Public School,Enfield,NSW,2136,Government,Primary,http://www.enfield-p.schools.nsw.edu.au/,K-6,17.4,2.6,279,145,134
41384,Fairfield Public School,Fairfield,NSW,2165,Government,Primary,http://www.fairfield-p.schools.nsw.edu.au,K-6,39.7,4.1,575,294,281
41385,Fairfield West Public School,Fairfield West,NSW,2165,Government,Primary,http://www.fairfieldw-p.schools.nsw.edu.au,"U, K-6",50.6,11.5,755,365,390
41386,Glenfield Public School,Glenfield,NSW,2167,Government,Primary,http://www.glenfield-p.schools.nsw.edu.au,K-6,23.5,3.1,405,203,202
41387,Granville Public School,Granville,NSW,2142,Government,Primary,http://www.granville-p.schools.nsw.edu.au,"U, P-6",42,10.3,568,268,300
41388,Granville South Public School,Guildford,NSW,2161,Government,Primary,http://www.granvilles-p.schools.nsw.edu.au,K-6,21,2.9,323,157,166
41389,Green Valley Public School,Green Valley,NSW,2168,Government,Primary,http://www.greenvally-p.schools.nsw.edu.au,K-6,25.1,3.2,432,226,206
41390,Guildford Public School,Guildford,NSW,2161,Government,Primary,http://www.guildford-p.schools.nsw.edu.au,K-6,37.3,4.1,559,262,297
41391,Hammondville Public School,Hammondville,NSW,2170,Government,Primary,http://www.hammondvil-p.schools.nsw.edu.au,K-6,24.5,3.4,458,228,230
41392,Homebush Public School,Homebush,NSW,2140,Government,Primary,http://www.homebush-p.schools.nsw.edu.au/,K-6,29.7,3.4,458,216,242
41393,Horsley Park Public School,Horsley Park,NSW,2175,Government,Primary,http://www.horsleypk-p.schools.nsw.edu.au,"U, K-6",10,4.9,100,43,57
41394,Hoxton Park Public School,Hoxton Park,NSW,2171,Government,Primary,http://www.hoxtonpark.ps.education.nsw.gov.au,K-6,35.9,4.3,659,321,338
41395,Ingleburn Public School,Ingleburn,NSW,2565,Government,Primary,http://www.ingleburn-p.schools.nsw.edu.au,K-6,33.8,4.1,591,283,308
41396,Kentlyn Public School,Campbelltown,NSW,2560,Government,Primary,http://www.kentlyn-p.schools.nsw.edu.au,K-6,8.6,2,160,72,88
41397,Lakemba Public School,Lakemba,NSW,2195,Government,Primary,http://www.lakemba-p.schools.nsw.edu.au,K-6,32.2,4,495,227,268
41398,Lidcombe Public School,Lidcombe,NSW,2141,Government,Primary,http://www.lidcombe-p.schools.nsw.edu.au,"U, K-6",50.9,7.5,762,369,393
41399,Merrylands Public School,Merrylands,NSW,2160,Government,Primary,http://www.merryland-p.schools.nsw.edu.au,"U, K-6",31.3,7.5,501,253,248
41400,Milperra Public School,Milperra,NSW,2214,Government,Primary,http://www.milperra-p.schools.nsw.edu.au,"U, K-6",17,5.5,263,116,147
41401,Minto Public School,Minto,NSW,2566,Government,Primary,http://www.minto-p.schools.nsw.edu.au,K-6,11.6,2.4,205,111,94
41402,Mortlake Public School,Concord,NSW,2137,Government,Primary,http://www.mortlake-p.schools.nsw.edu.au,K-6,22.7,3.1,413,192,221
41403,Mount Hunter Public School,Camden,NSW,2570,Government,Primary,http://www.mthunter-p.schools.nsw.edu.au,K-6,2.6,1,30,13,17
